tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	mean other	mean nonaccute stage I, untreated	Fold Change (other vs. nonaccute stage I, untreated)	CV	Wilcoxon P value	FDR	q values	fpkm>0_num	fpkm>0.1_num	fpkm>1_num	fpkm_median	fpkm_mean
PTCHD2	-	-	PTCHD2	PTCHD2	TSS8979	chr1:11479237-11537583	-	-	0.01256495425	0.0290017508	-2.30814615182542	1.57144646086427	-0.0381356921590827	0.980104784445121	0.980104784445121	37	2	0	0.00676746	0.0188867990769231
HTR6	-	-	HTR6	HTR6	TSS31575	chr1:19665286-19680966	-	-	0.0096141445	0.0197610476	-2.05541404125973	1.98213058362572	-0.019415379652131	0.980104784445121	0.980104784445121	26	2	0	0	0.0135167995384615
VWA5B1	-	-	VWA5B1	VWA5B1	TSS9503	chr1:20290918-20354894	-	-	0.00565662125	0.0006484536	8.72324750760887	2.47739034107819	0.00616242450701061	0.980104784445121	0.980104784445121	17	0	0	0	0.00373040292307692
CYP4A22	-	-	CYP4A22	CYP4A22	TSS28284	chr1:47137424-47148854	-	-	0.00555926125	0	Inf	3.76576170002398	0.0454579901131988	0.980104784445121	0.980104784445121	6	0	0	0	0.00342108384615385
FAM159A	-	-	FAM159A	FAM159A	TSS24840	chr1:52633393-52657065	-	-	3.61768845	1.78303288	2.02895218062384	0.822068572509643	0.00240550304916685	0.980104784445121	0.980104784445121	64	64	54	2.15871	2.91205169230769
ST6GALNAC3	-	-	ST6GALNAC3	ST6GALNAC3	TSS33573	chr1:76074703-76630984	-	-	0.153038885	0.060089236	2.54686022301898	1.22309697963809	0.0104299057166884	0.980104784445121	0.980104784445121	51	30	0	0.0951452	0.11728902
ADGRL2	-	-	ADGRL2	ADGRL2	TSS12785,TSS22262	chr1:81699769-81992738	-	-	0.01340021225	0.0029574812	4.53095433032677	2.74209884125772	0.0237394886567666	0.980104784445121	0.980104784445121	26	1	0	0	0.00938377723076923
SPRR1B	-	-	SPRR1B	SPRR1B	TSS29792	chr1:153031202-153032900	-	-	1.048847425	0.109255276	9.59997048563586	7.55381851712026	0.0288517768930135	0.980104784445121	0.980104784445121	8	4	2	0	0.687465829230769
CFHR3	-	-	CFHR3	CFHR3	TSS14571	chr1:196774799-196794073	-	-	0.0068470275	0	Inf	3.722507273875	0.0454579901131988	0.980104784445121	0.980104784445121	6	1	0	0	0.00421355538461538
CHI3L1	-	-	CHI3L1	CHI3L1	TSS33552	chr1:203178930-203186794	-	-	3.564239535	8.6225172	-2.41917444530001	1.80680865146184	-0.0131106285688384	0.980104784445121	0.980104784445121	65	64	58	2.63794	5.50973094461538
CHIT1	-	-	CHIT1	CHIT1	TSS23928	chr1:203216078-203229732	-	-	3.9643016325	36.24484708	-9.14280759638942	5.12917559707459	-0.0149376123096412	0.980104784445121	0.980104784445121	63	62	41	1.40701	16.3798960353846
SPATA17	-	-	SPATA17	SPATA17	TSS10979	chr1:217631323-217868153	-	-	0.229683722307153	0.096013416	2.39220446345907	1.68906214619009	0.0212688501072565	0.980104784445121	0.980104784445121	55	32	1	0.0972976	0.178272066035171
WNT3A	-	-	WNT3A	WNT3A	TSS27807	chr1:228007021-228061271	-	-	0.00919917975	0.0188465736	-2.0487232679631	1.58332144729742	-0.00587577784701811	0.980104784445121	0.980104784445121	28	0	0	0	0.0129097158461538
