tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	mean other	mean nonaccute stage I, untreated	Fold Change (other vs. nonaccute stage I, untreated)	CV	Wilcoxon P value	FDR	q values	fpkm>0_num	fpkm>0.1_num	fpkm>1_num	fpkm_median	fpkm_mean
ARHGEF16	-	-	ARHGEF16	ARHGEF16	TSS35063	chr1:3454582-3481113	-	-	0.130564025	0.3282091608	-2.51377943350015	1.15870109733126	-0.049525032953901	0.617225710749589	0.550296396572279	33	27	1	0.166628	0.264108035675676
CHD5	-	-	CHD5	CHD5	TSS27341	chr1:6101786-6180134	-	-	0.00244567666666667	0.007932098	-3.24331425658611	1.4970938565377	-0.0496584950452519	0.617225710749589	0.550296396572279	20	0	0	0.00314897	0.00615271810810811
PRAMEF20	-	-	PRAMEF20	PRAMEF20	TSS10670	chr1:13410449-13421328	-	-	0.003729475	0	Inf	4.24836935107028	0.0425592396331648	0.617225710749589	0.550296396572279	2	0	0	0	0.00120955945945946
VWA5B1	-	-	VWA5B1	VWA5B1	TSS9503	chr1:20290918-20354894	-	-	0.00467773916666667	0.0006484536	7.21368370330069	2.42023310066166	0.015482944912685	0.617225710749589	0.550296396572279	7	0	0	0	0.00195524891891892
CDA	-	-	CDA	CDA	TSS12467	chr1:20588950-20618907	-	-	2.16883883333333	0.976813436	2.22032043520472	1.27757364481241	0.0421549328391743	0.617225710749589	0.550296396572279	31	30	15	0.88679	1.36341626756757
RAP1GAP	-	-	RAP1GAP	RAP1GAP	TSS24934,TSS35179	chr1:21596214-21669363	-	-	0.0103405875	0.044163312	-4.27087068312124	1.39059212486548	-0.0105224674700934	0.617225710749589	0.550296396572279	25	2	0	0.014437	0.0331937797297297
CELA3A	-	-	CELA3A	CELA3A	TSS6669	chr1:22001655-22012542	-	-	0.00843155833333333	0	Inf	4.30243493750158	0.0425592396331648	0.617225710749589	0.550296396572279	2	0	0	0	0.00273455945945946
C1orf234	-	-	C1orf234	C1orf234	TSS32124	chr1:23010833-23015850	-	-	0.0182566666666667	0	Inf	4.24240692284429	0.0425592396331648	0.617225710749589	0.550296396572279	2	2	0	0	0.00592108108108108
CNR2	-	-	CNR2	CNR2	TSS24300	chr1:23873969-23913327	-	-	0.146722666666667	0.030598188	4.79514233544374	1.41205227587666	0.0133253608981428	0.617225710749589	0.550296396572279	20	11	0	0.0213167	0.0682601810810811
SCARNA1	-	-	SCARNA1	SCARNA1	TSS20830	chr1:27834400-27834566	-	-	4.29917916666667	0	Inf	5.78173529500828	0.0425592396331648	0.617225710749589	0.550296396572279	2	2	2	0	1.39432837837838
SNORA16A	-	-	SNORA16A	SNORA16A	TSS20880	chr1:28580919-28581053	-	-	5.65656916666667	19.7539208	-3.49220883153113	2.60721032771015	-0.0484408272623625	0.617225710749589	0.550296396572279	24	24	24	4.18661	15.1818067567568
EPHA10	-	-	EPHA10	EPHA10	TSS36135	chr1:37715973-37765152	-	-	0.01178626	0.0037423784	3.1494035985244	1.43477303569871	0.0152105944135898	0.617225710749589	0.550296396572279	15	0	0	0	0.00635120486486486
MIR5581	-	-	MIR5581	MIR5581	TSS16920	chr1:37500934-37500994	-	-	10.475575	0	Inf	4.24165515836724	0.0425592396331648	0.617225710749589	0.550296396572279	2	2	2	0	3.39748378378378
POU3F1	-	-	POU3F1	POU3F1	TSS19213	chr1:38043850-38046778	-	-	0.152535025	0.0737265	2.0689307779428	0.958565705211896	0.0046762837734786	0.617225710749589	0.550296396572279	31	15	0	0.0636763	0.0992860216216216
RHBDL2	-	-	RHBDL2	RHBDL2	TSS20752,TSS8585	chr1:38885805-38941830	-	-	0.137018425	0.048203808	2.84248134504228	1.35655493732026	0.0171491100282009	0.617225710749589	0.550296396572279	26	9	0	0.04796	0.0770085486486486
BEND5	-	-	BEND5	BEND5	TSS4594	chr1:48727522-48776969	-	-	0.00895285833333333	0.062066172	-6.9325537933416	1.69885929926885	-0.020459555977954	0.617225710749589	0.550296396572279	21	5	0	0.0170929	0.0448402324324324
LOC100507634	-	-	LOC100507634	LOC100507634	TSS24331	chr1:55215407-55217455	-	-	0.211440158333333	0.095247836	2.21989461611845	1.17024759897386	0.0391450791314422	0.617225710749589	0.550296396572279	32	15	0	0.0752073	0.132931832432432
LOC101926944	-	-	LOC101926944	LOC101926944	TSS21877	chr1:59772794-59788829	-	-	0.09604075	0.01522392	6.30854274063447	2.46008939883967	0.0458823351382582	0.617225710749589	0.550296396572279	6	6	0	0	0.0414347837837838
NEGR1-IT1	-	-	NEGR1-IT1	NEGR1-IT1	TSS25814	chr1:71794231-71837012	-	-	0.0158793583333333	0	Inf	4.26061066215584	0.0425592396331648	0.617225710749589	0.550296396572279	2	1	0	0	0.00515006216216216
SNORD45B	-	-	SNORD45B	SNORD45B	TSS25518	chr1:75789476-75789547	-	-	20.4558166666667	4.522176	4.52344549762474	1.96802250884446	0.0211414519128865	0.617225710749589	0.550296396572279	9	9	9	0	9.68984324324324
LOC101927560	-	-	LOC101927560	LOC101927560	TSS34231	chr1:83801515-83860546	-	-	0.0309568166666667	0.01158934	2.67114578281996	1.36915489887468	0.0168592964433284	0.617225710749589	0.550296396572279	18	0	0	0	0.0178706837837838
LOC101927844	-	-	LOC101927844	LOC101927844	TSS18775	chr1:87212668-87251331	-	-	0.0122765583333333	0.003645408	3.36767745430233	2.87347685146651	0.0234876481961749	0.617225710749589	0.550296396572279	5	0	0	0	0.0064447
LOC101928241	-	-	LOC101928241	LOC101928241	TSS5789	chr1:96254068-96374125	-	-	0.00298266666666667	0	Inf	4.25614270153971	0.0425592396331648	0.617225710749589	0.550296396572279	2	0	0	0	0.000967351351351351
LPPR4	-	-	LPPR4	LPPR4	TSS7558	chr1:99264291-99309582	-	-	0.00270536083333333	0.0006997096	3.86640519628905	1.98069263525742	0.0361981212655083	0.617225710749589	0.550296396572279	8	0	0	0	0.00135019108108108
DPYD-AS1	-	-	DPYD-AS1	DPYD-AS1	TSS15777	chr1:97095922-97322955	-	-	0.152961883359746	0.0236064160022342	6.47967414220223	2.74446811550255	0.0241074470791299	0.617225710749589	0.550296396572279	34	7	1	6.8738e-13	0.0655595405506164
GPR88	-	-	GPR88	GPR88	TSS23802	chr1:100538171-100542027	-	-	0.008303175	0.001457836	5.69554805890374	2.01432405566541	0.00487089517330534	0.617225710749589	0.550296396572279	8	0	0	0	0.00367794594594595
AMY1A	-	-	AMY1A	AMY1A	TSS26389,TSS29307	chr1:103749656-103758689	-	-	0.03498076475	0.013734352	2.5469541446149	1.97671791347017	0.023671265770526	0.617225710749589	0.550296396572279	17	2	0	0	0.0206250804594595
AMY1C	-	-	AMY1C	AMY1C	TSS26390	chr1:103749818-103758688	-	-	6.59191875e-05	4.1742452e-06	15.791881967068	4.46428134508129	0.00648924675887019	0.617225710749589	0.550296396572279	17	0	0	0	2.41996318918919e-05
AMY1B	-	-	AMY1B	AMY1B	TSS30389	chr1:103749840-103758688	-	-	0.00353361691666667	3.4693852e-05	101.851386138001	5.79738170729858	0.00721773718251856	0.617225710749589	0.550296396572279	17	0	0	0	0.00116947971081081
NTNG1	-	-	NTNG1	NTNG1	TSS15306,TSS29840	chr1:107140006-107481853	-	-	0.00576241666666667	0.000514288	11.2046492756328	2.46782799189816	0.00587587374540442	0.617225710749589	0.550296396572279	6	0	0	0	0.00221638378378378
UBL4B	-	-	UBL4B	UBL4B	TSS2663	chr1:110112439-110113947	-	-	0.0261223916666667	0.0051655	5.05708869744781	3.14429740207551	0.0256806005280649	0.617225710749589	0.550296396572279	7	1	0	0	0.0119623297297297
TMIGD3	-	-	TMIGD3	TMIGD3	TSS2326,TSS29272	chr1:111483347-111564003	-	-	0.742553166666667	0.247146472453816	3.00450643415688	0.888476151542208	8.03451369439723e-05	0.536297389690048	0.478143596252887	36	27	2	0.283857	0.407818913820146
HSD3B1	-	-	HSD3B1	HSD3B1	TSS34857	chr1:119507202-119515058	-	-	0.00361575833333333	0	Inf	4.25614283366513	0.0425592396331648	0.617225710749589	0.550296396572279	2	0	0	0	0.00117267837837838
LOC645166	-	-	LOC645166	LOC645166	TSS26310,TSS34309	chr1:143399970-143424684	-	-	0.0460043333333333	0.159723328	-3.47191919601777	1.43863087663795	-0.0165423322883689	0.617225710749589	0.550296396572279	19	15	0	0.0764829	0.122841491891892
PDZK1P1	-	-	PDZK1P1	PDZK1P1	TSS47	chr1:147993861-148014956	-	-	0.0276944416666667	0.0134732088	2.05551937016419	1.14349360351239	0.0496584950452519	0.617225710749589	0.550296396572279	20	0	0	0.0138868	0.0180855005405405
LINGO4	-	-	LINGO4	LINGO4	TSS6911	chr1:151800264-151805442	-	-	0.0240278416666667	0.006504636	3.69395638228898	1.62969419461794	0.0225294511597036	0.617225710749589	0.550296396572279	15	0	0	0	0.0121878378378378
C2CD4D	-	-	C2CD4D	C2CD4D	TSS12194	chr1:151837862-151840557	-	-	0.105134308333333	0.03676372070336	2.85972981847087	1.08967174177545	0.00211289545724363	0.617225710749589	0.550296396572279	26	10	0	0.044134	0.0589379653401081
RPTN	-	-	RPTN	RPTN	TSS6540	chr1:152153594-152159228	-	-	0.00890916166666667	0.002105372	4.23163301623973	1.88948707310209	0.0160192296808192	0.617225710749589	0.550296396572279	11	0	0	0	0.00431200648648649
SPRR3	-	-	SPRR3	SPRR3	TSS2559	chr1:153001746-153003856	-	-	0.297472991666667	2.01532246	-6.77480818916922	3.35116420106241	-0.0176661825865385	0.617225710749589	0.550296396572279	20	16	7	0.0530599	1.45818209189189
S100A1	-	-	S100A1	S100A1	TSS21027	chr1:153628396-153632037	-	-	4.53231166666667	9.3716732	-2.06774685618487	0.922100169768678	-0.0270342065801073	0.617225710749589	0.550296396572279	36	36	36	5.57889	7.80215054054054
TSACC	-	-	TSACC	TSACC	TSS10892,TSS14206,TSS22628,TSS30955	chr1:156337313-156346994	-	-	0.378139416666667	0.175868968	2.15012017735083	1.17150620046338	0.0152605795768009	0.617225710749589	0.550296396572279	25	23	2	0.159675	0.241470194594595
FCRL4	-	-	FCRL4	FCRL4	TSS13330	chr1:157573748-157598080	-	-	0.074052525	0.0169296612	4.37412917631216	1.38030186067559	0.00546938266975254	0.617225710749589	0.550296396572279	26	5	0	0.0120621	0.0354559954054054
CD1B	-	-	CD1B	CD1B	TSS32332	chr1:158327949-158331531	-	-	1.63375175	0.396458448	4.12086501937777	2.24720067290094	0.00201087904240347	0.617225710749589	0.550296396572279	31	27	4	0.298935	0.797742762162162
CD1E	-	-	CD1E	CD1E	TSS2683	chr1:158353695-158357553	-	-	1.35882331666667	0.542723092	2.503713839887	0.959918270125973	0.00849360670730821	0.617225710749589	0.550296396572279	36	34	10	0.566869	0.807404245945946
MIR5187	-	-	MIR5187	MIR5187	TSS20082	chr1:161227185-161227261	-	-	3.98201666666667	0	Inf	4.24923392263684	0.0425592396331648	0.617225710749589	0.550296396572279	2	2	2	0	1.29146486486486
LOC101928404	-	-	LOC101928404	LOC101928404	TSS6180	chr1:163161674-163213023	-	-	0.00768111666666667	0.001529128	5.02320058665244	2.14694308293456	0.0323756130279037	0.617225710749589	0.550296396572279	8	0	0	0	0.00352436756756757
LOC100505795	-	-	LOC100505795	LOC100505795	TSS5495	chr1:164769115-164774641	-	-	0.00280365833333333	0	Inf	4.24109775330943	0.0425592396331648	0.617225710749589	0.550296396572279	2	0	0	0	0.000909294594594595
SLC9C2	-	-	SLC9C2	SLC9C2	TSS21337	chr1:173500464-173603094	-	-	0.00820889666666667	0.0020258452	4.05208486150209	1.91395338781408	0.026459581883902	0.617225710749589	0.550296396572279	10	0	0	0	0.00403115918918919
FCGR3B	-	-	FCGR3B	FCGR3B	TSS11170,TSS14289,TSS8886	chr1:161623197-161631963	-	-	14.1663308333333	6.9209176	2.04688621539626	1.2675536217536	0.0127787073085771	0.617225710749589	0.550296396572279	37	37	37	7.17722	9.27078135135135
RGL1	-	-	RGL1	RGL1	TSS21741,TSS9460	chr1:183636046-183928551	-	-	2.66846008333333	1.066869824	2.50120494863048	1.21824445283756	0.00391607697110543	0.617225710749589	0.550296396572279	36	35	17	0.976252	1.5863045027027
GS1-279B7.1	-	-	GS1-279B7.1	GS1-279B7.1	TSS18760	chr1:185323846-185335039	-	-	0.058507375	0.002233388	26.1966908571193	2.70745570210277	0.00310846135622708	0.617225710749589	0.550296396572279	6	3	0	0	0.0204844108108108
LINC01221	-	-	LINC01221	LINC01221	TSS36431	chr1:199016132-199076735	-	-	0.0135339833333333	0	Inf	4.26918404847653	0.0425592396331648	0.617225710749589	0.550296396572279	2	0	0	0	0.0043894
CR1L	-	-	CR1L	CR1L	TSS19970	chr1:207645112-207723691	-	-	0.2615508	0.121486832	2.15291481137643	0.891514306538886	0.0161338694280323	0.617225710749589	0.550296396572279	31	24	0	0.141869	0.166912983783784
MIR1182	-	-	MIR1182	MIR1182	TSS20859	chr1:231019827-231019924	-	-	1.48512957516667e-05	89.5794158766696	-6031757.59035144	6.08269113535489	-0.0309234321121276	0.617225710749589	0.550296396572279	34	1	1	3.94107e-06	60.5266371657375
LINC00582	-	-	LINC00582	LINC00582	TSS23008	chr1:231591291-231612090	-	-	0.02501385	0	Inf	4.77830275367691	0.0425592396331648	0.617225710749589	0.550296396572279	2	1	0	0	0.0081126
RYR2	-	-	RYR2	RYR2	TSS4250	chr1:237042401-237833988	-	-	0.040179375	0.0124908344	3.21670864518066	1.39265934916546	0.0485268677029591	0.617225710749589	0.550296396572279	29	2	0	0.011968	0.0214709016216216
OR2T33	-	-	OR2T33	OR2T33	TSS1500	chr1:248272851-248273814	-	-	0.0468978083333333	0	Inf	5.50730554691103	0.0425592396331648	0.617225710749589	0.550296396572279	2	1	0	0	0.0152101
OR2L5	-	-	OR2L5	OR2L5	TSS36215	chr1:248021947-248022886	-	-	0.022091325	0	Inf	5.22276991459896	0.0425592396331648	0.617225710749589	0.550296396572279	2	1	0	0	0.00716475405405405
OR14I1	-	-	OR14I1	OR14I1	TSS10518	chr1:248681368-248682304	-	-	0.007198375	0	Inf	4.26061145142874	0.0425592396331648	0.617225710749589	0.550296396572279	2	0	0	0	0.00233460810810811
FAM150B	-	-	FAM150B	FAM150B	TSS9895	chr2:279560-288308	-	-	0.040095975	0.000787336	50.9261293780546	2.91001410793259	0.00310846135622708	0.617225710749589	0.550296396572279	6	1	0	0	0.0135360837837838
LOC400940	-	-	LOC400940	LOC400940	TSS35976	chr2:5981977-5988232	-	-	0.00277859166666667	0	Inf	4.35094639682371	0.0425592396331648	0.617225710749589	0.550296396572279	2	0	0	0	0.000901164864864865
